Freq(GHz),length of patch in mm,width of patch in mm,Slot length in mm,slot width in mm,s11(dB)
1.362,37.79,48.49,10.6,2.86,-0.20223374
1.364,37.79,48.49,10.6,2.86,-0.20592991
1.3660001,37.79,48.49,10.6,2.86,-0.20990139
1.368,37.79,48.49,10.6,2.86,-0.21411223
1.37,37.79,48.49,10.6,2.86,-0.2185231
1.372,37.79,48.49,10.6,2.86,-0.22309298
1.374,37.79,48.49,10.6,2.86,-0.2277771
1.376,37.79,48.49,10.6,2.86,-0.23253105
1.378,37.79,48.49,10.6,2.86,-0.23730831
1.38,37.79,48.49,10.6,2.86,-0.24206311
1.382,37.79,48.49,10.6,2.86,-0.24675051
1.3839999,37.79,48.49,10.6,2.86,-0.25132465
1.386,37.79,48.49,10.6,2.86,-0.255744
1.388,37.79,48.49,10.6,2.86,-0.2599688
1.39,37.79,48.49,10.6,2.86,-0.26396061
1.392,37.79,48.49,10.6,2.86,-0.26768675
1.3940001,37.79,48.49,10.6,2.86,-0.27111769
1.396,37.79,48.49,10.6,2.86,-0.27422678
1.398,37.79,48.49,10.6,2.86,-0.27699487
1.4,37.79,48.49,10.6,2.86,-0.2794057
1.402,37.79,48.49,10.6,2.86,-0.28145045
1.404,37.79,48.49,10.6,2.86,-0.28312315
1.406,37.79,48.49,10.6,2.86,-0.28442572
1.408,37.79,48.49,10.6,2.86,-0.28536506
1.41,37.79,48.49,10.6,2.86,-0.28595235
1.4119999,37.79,48.49,10.6,2.86,-0.28620484
1.414,37.79,48.49,10.6,2.86,-0.28614496
1.416,37.79,48.49,10.6,2.86,-0.28579969
1.418,37.79,48.49,10.6,2.86,-0.28519988
1.42,37.79,48.49,10.6,2.86,-0.28438097
1.4220001,37.79,48.49,10.6,2.86,-0.28338087
1.424,37.79,48.49,10.6,2.86,-0.28223997
1.426,37.79,48.49,10.6,2.86,-0.28100235
1.428,37.79,48.49,10.6,2.86,-0.27971256
1.4299999,37.79,48.49,10.6,2.86,-0.27841662
1.432,37.79,48.49,10.6,2.86,-0.27715954
1.434,37.79,48.49,10.6,2.86,-0.27598749
1.436,37.79,48.49,10.6,2.86,-0.27494578
1.438,37.79,48.49,10.6,2.86,-0.27407628
1.4400001,37.79,48.49,10.6,2.86,-0.27342056
1.442,37.79,48.49,10.6,2.86,-0.27301715
1.444,37.79,48.49,10.6,2.86,-0.27290089
1.446,37.79,48.49,10.6,2.86,-0.27310247
1.448,37.79,48.49,10.6,2.86,-0.27365041
1.45,37.79,48.49,10.6,2.86,-0.27456792
1.452,37.79,48.49,10.6,2.86,-0.27587276
1.454,37.79,48.49,10.6,2.86,-0.27757832
1.456,37.79,48.49,10.6,2.86,-0.27969239
1.4579999,37.79,48.49,10.6,2.86,-0.28221954
1.46,37.79,48.49,10.6,2.86,-0.28515656
1.462,37.79,48.49,10.6,2.86,-0.28849588
1.464,37.79,48.49,10.6,2.86,-0.29222629
1.466,37.79,48.49,10.6,2.86,-0.29632944
1.4680001,37.79,48.49,10.6,2.86,-0.30078322
1.47,37.79,48.49,10.6,2.86,-0.30556161
1.472,37.79,48.49,10.6,2.86,-0.31063379
1.474,37.79,48.49,10.6,2.86,-0.31596569
1.476,37.79,48.49,10.6,2.86,-0.32151988
1.478,37.79,48.49,10.6,2.86,-0.3272554
1.48,37.79,48.49,10.6,2.86,-0.33312978
1.482,37.79,48.49,10.6,2.86,-0.33910097
1.484,37.79,48.49,10.6,2.86,-0.34512207
1.4859999,37.79,48.49,10.6,2.86,-0.3511477
1.488,37.79,48.49,10.6,2.86,-0.35713447
1.49,37.79,48.49,10.6,2.86,-0.36303557
1.492,37.79,48.49,10.6,2.86,-0.36881115
1.494,37.79,48.49,10.6,2.86,-0.37441862
1.4960001,37.79,48.49,10.6,2.86,-0.37982129
1.498,37.79,48.49,10.6,2.86,-0.38498499
1.5,37.79,48.49,10.6,2.86,-0.38987854
1.502,37.79,48.49,10.6,2.86,-0.3944756
1.5039999,37.79,48.49,10.6,2.86,-0.39875558
1.506,37.79,48.49,10.6,2.86,-0.40270111
1.508,37.79,48.49,10.6,2.86,-0.40630217
1.51,37.79,48.49,10.6,2.86,-0.40955281
1.512,37.79,48.49,10.6,2.86,-0.41245325
1.5140001,37.79,48.49,10.6,2.86,-0.41500909
1.516,37.79,48.49,10.6,2.86,-0.41723161
1.518,37.79,48.49,10.6,2.86,-0.41913846
1.52,37.79,48.49,10.6,2.86,-0.42075191
1.522,37.79,48.49,10.6,2.86,-0.4220988
1.524,37.79,48.49,10.6,2.86,-0.42321072
1.526,37.79,48.49,10.6,2.86,-0.42412499
1.528,37.79,48.49,10.6,2.86,-0.42488045
1.53,37.79,48.49,10.6,2.86,-0.42552081
1.5319999,37.79,48.49,10.6,2.86,-0.42609075
1.534,37.79,48.49,10.6,2.86,-0.42663788
1.536,37.79,48.49,10.6,2.86,-0.42721141
1.538,37.79,48.49,10.6,2.86,-0.42786114
1.54,37.79,48.49,10.6,2.86,-0.42863637
1.5420001,37.79,48.49,10.6,2.86,-0.4295854
1.544,37.79,48.49,10.6,2.86,-0.43075678
1.546,37.79,48.49,10.6,2.86,-0.43219536
1.548,37.79,48.49,10.6,2.86,-0.43394447
1.55,37.79,48.49,10.6,2.86,-0.43604509
1.552,37.79,48.49,10.6,2.86,-0.43853266
1.554,37.79,48.49,10.6,2.86,-0.4414409
1.556,37.79,48.49,10.6,2.86,-0.44479667
1.558,37.79,48.49,10.6,2.86,-0.44862324
1.5599999,37.79,48.49,10.6,2.86,-0.45293989
1.562,37.79,48.49,10.6,2.86,-0.4577583
1.564,37.79,48.49,10.6,2.86,-0.46308525
1.566,37.79,48.49,10.6,2.86,-0.46892406
1.568,37.79,48.49,10.6,2.86,-0.47526989
1.5700001,37.79,48.49,10.6,2.86,-0.48211251
1.572,37.79,48.49,10.6,2.86,-0.48943691
1.574,37.79,48.49,10.6,2.86,-0.49722335
1.576,37.79,48.49,10.6,2.86,-0.50544593
1.5779999,37.79,48.49,10.6,2.86,-0.51407465
1.58,37.79,48.49,10.6,2.86,-0.52307596
1.582,37.79,48.49,10.6,2.86,-0.53240946
1.584,37.79,48.49,10.6,2.86,-0.54203614
1.586,37.79,48.49,10.6,2.86,-0.55190877
1.5880001,37.79,48.49,10.6,2.86,-0.56198233
1.59,37.79,48.49,10.6,2.86,-0.57220889
1.592,37.79,48.49,10.6,2.86,-0.58253891
1.594,37.79,48.49,10.6,2.86,-0.59292329
1.596,37.79,48.49,10.6,2.86,-0.60331364
1.598,37.79,48.49,10.6,2.86,-0.61366237
1.6,37.79,48.49,10.6,2.86,-0.62392603
1.602,37.79,48.49,10.6,2.86,-0.63406014
1.604,37.79,48.49,10.6,2.86,-0.64402843
1.6059999,37.79,48.49,10.6,2.86,-0.65379528
1.608,37.79,48.49,10.6,2.86,-0.66333015
1.61,37.79,48.49,10.6,2.86,-0.67261068
1.612,37.79,48.49,10.6,2.86,-0.68161612
1.614,37.79,48.49,10.6,2.86,-0.69033558
1.6160001,37.79,48.49,10.6,2.86,-0.69876317
1.618,37.79,48.49,10.6,2.86,-0.70689937
1.62,37.79,48.49,10.6,2.86,-0.71475269
1.622,37.79,48.49,10.6,2.86,-0.7223391
1.624,37.79,48.49,10.6,2.86,-0.72967861
1.626,37.79,48.49,10.6,2.86,-0.73680104
1.628,37.79,48.49,10.6,2.86,-0.74374129
1.63,37.79,48.49,10.6,2.86,-0.75054167
1.632,37.79,48.49,10.6,2.86,-0.75724922
1.6339999,37.79,48.49,10.6,2.86,-0.76391595
1.636,37.79,48.49,10.6,2.86,-0.77059991
1.638,37.79,48.49,10.6,2.86,-0.7773619
1.64,37.79,48.49,10.6,2.86,-0.78426709
1.642,37.79,48.49,10.6,2.86,-0.79138197
1.6440001,37.79,48.49,10.6,2.86,-0.79877769
1.646,37.79,48.49,10.6,2.86,-0.80652337
1.648,37.79,48.49,10.6,2.86,-0.8146896
1.65,37.79,48.49,10.6,2.86,-0.8233485
1.652,37.79,48.49,10.6,2.86,-0.83256736
1.654,37.79,48.49,10.6,2.86,-0.84241404
1.656,37.79,48.49,10.6,2.86,-0.85295223
1.658,37.79,48.49,10.6,2.86,-0.86424549
1.66,37.79,48.49,10.6,2.86,-0.87634886
1.6619999,37.79,48.49,10.6,2.86,-0.88931573
1.664,37.79,48.49,10.6,2.86,-0.90319371
1.666,37.79,48.49,10.6,2.86,-0.91802489
1.668,37.79,48.49,10.6,2.86,-0.93384594
1.67,37.79,48.49,10.6,2.86,-0.95068669
1.6720001,37.79,48.49,10.6,2.86,-0.96856909
1.674,37.79,48.49,10.6,2.86,-0.98751287
1.676,37.79,48.49,10.6,2.86,-1.0075269
1.678,37.79,48.49,10.6,2.86,-1.0286155
1.6799999,37.79,48.49,10.6,2.86,-1.050774
1.682,37.79,48.49,10.6,2.86,-1.0739959
1.684,37.79,48.49,10.6,2.86,-1.0982644
1.686,37.79,48.49,10.6,2.86,-1.1235596
1.688,37.79,48.49,10.6,2.86,-1.149856
1.6900001,37.79,48.49,10.6,2.86,-1.1771219
1.692,37.79,48.49,10.6,2.86,-1.2053246
1.694,37.79,48.49,10.6,2.86,-1.2344257
1.696,37.79,48.49,10.6,2.86,-1.2643854
1.698,37.79,48.49,10.6,2.86,-1.2951639
1.7,37.79,48.49,10.6,2.86,-1.3267191
1.702,37.79,48.49,10.6,2.86,-1.3590106
1.704,37.79,48.49,10.6,2.86,-1.3919993
1.706,37.79,48.49,10.6,2.86,-1.4256495
1.7079999,37.79,48.49,10.6,2.86,-1.4599299
1.71,37.79,48.49,10.6,2.86,-1.494813
1.712,37.79,48.49,10.6,2.86,-1.530281
1.714,37.79,48.49,10.6,2.86,-1.56632
1.716,37.79,48.49,10.6,2.86,-1.6029286
1.7180001,37.79,48.49,10.6,2.86,-1.6401124
1.72,37.79,48.49,10.6,2.86,-1.6778906
1.722,37.79,48.49,10.6,2.86,-1.716294
1.724,37.79,48.49,10.6,2.86,-1.7553642
1.726,37.79,48.49,10.6,2.86,-1.7951609
1.728,37.79,48.49,10.6,2.86,-1.835755
1.73,37.79,48.49,10.6,2.86,-1.8772325
1.732,37.79,48.49,10.6,2.86,-1.9196978
1.734,37.79,48.49,10.6,2.86,-1.9632676
1.7359999,37.79,48.49,10.6,2.86,-2.0080788
1.738,37.79,48.49,10.6,2.86,-2.0542804
1.74,37.79,48.49,10.6,2.86,-2.1020413
1.742,37.79,48.49,10.6,2.86,-2.1515452
1.744,37.79,48.49,10.6,2.86,-2.2029897
1.7460001,37.79,48.49,10.6,2.86,-2.2565918
1.748,37.79,48.49,10.6,2.86,-2.3125828
1.75,37.79,48.49,10.6,2.86,-2.371207
1.752,37.79,48.49,10.6,2.86,-2.4327279
1.7539999,37.79,48.49,10.6,2.86,-2.49742
1.756,37.79,48.49,10.6,2.86,-2.5655729
1.758,37.79,48.49,10.6,2.86,-2.6374933
1.76,37.79,48.49,10.6,2.86,-2.7134983
1.762,37.79,48.49,10.6,2.86,-2.7939208
1.7640001,37.79,48.49,10.6,2.86,-2.8791094
1.766,37.79,48.49,10.6,2.86,-2.969427
1.768,37.79,48.49,10.6,2.86,-3.0652481
1.77,37.79,48.49,10.6,2.86,-3.1669701
1.772,37.79,48.49,10.6,2.86,-3.2750023
1.774,37.79,48.49,10.6,2.86,-3.3897737
1.776,37.79,48.49,10.6,2.86,-3.5117342
1.778,37.79,48.49,10.6,2.86,-3.6413555
1.78,37.79,48.49,10.6,2.86,-3.7791328
1.7819999,37.79,48.49,10.6,2.86,-3.9255891
1.784,37.79,48.49,10.6,2.86,-4.0812781
1.786,37.79,48.49,10.6,2.86,-4.2467891
1.788,37.79,48.49,10.6,2.86,-4.4227508
1.79,37.79,48.49,10.6,2.86,-4.6098343
1.7920001,37.79,48.49,10.6,2.86,-4.8087658
1.794,37.79,48.49,10.6,2.86,-5.0203284
1.796,37.79,48.49,10.6,2.86,-5.2453772
1.798,37.79,48.49,10.6,2.86,-5.4848446
1.8,37.79,48.49,10.6,2.86,-5.7397586
1.802,37.79,48.49,10.6,2.86,-6.0112561
1.804,37.79,48.49,10.6,2.86,-6.3006011
1.806,37.79,48.49,10.6,2.86,-6.6092157
1.808,37.79,48.49,10.6,2.86,-6.9387003
1.8099999,37.79,48.49,10.6,2.86,-7.2908757
1.812,37.79,48.49,10.6,2.86,-7.6678289
1.814,37.79,48.49,10.6,2.86,-8.0719705
1.816,37.79,48.49,10.6,2.86,-8.5061095
1.818,37.79,48.49,10.6,2.86,-8.973554
1.8200001,37.79,48.49,10.6,2.86,-9.4782354
1.822,37.79,48.49,10.6,2.86,-10.024888
1.824,37.79,48.49,10.6,2.86,-10.619287
1.826,37.79,48.49,10.6,2.86,-11.26858
1.8279999,37.79,48.49,10.6,2.86,-11.98177
1.83,37.79,48.49,10.6,2.86,-12.770425
1.832,37.79,48.49,10.6,2.86,-13.649765
1.834,37.79,48.49,10.6,2.86,-14.64038
1.836,37.79,48.49,10.6,2.86,-15.771124
1.8380001,37.79,48.49,10.6,2.86,-17.084226
1.84,37.79,48.49,10.6,2.86,-18.645114
1.842,37.79,48.49,10.6,2.86,-20.563311
1.844,37.79,48.49,10.6,2.86,-23.043902
1.846,37.79,48.49,10.6,2.86,-26.546349
1.848,37.79,48.49,10.6,2.86,-32.528299
1.85,37.79,48.49,10.6,2.86,-57.077215
1.852,37.79,48.49,10.6,2.86,-32.607375
1.854,37.79,48.49,10.6,2.86,-26.581731
1.8559999,37.79,48.49,10.6,2.86,-23.062763
1.858,37.79,48.49,10.6,2.86,-20.572479
1.86,37.79,48.49,10.6,2.86,-18.647322
1.862,37.79,48.49,10.6,2.86,-17.080838
1.864,37.79,48.49,10.6,2.86,-15.762918
1.8660001,37.79,48.49,10.6,2.86,-14.627839
1.868,37.79,48.49,10.6,2.86,-13.633209
1.87,37.79,48.49,10.6,2.86,-12.750077
1.872,37.79,48.49,10.6,2.86,-11.957788
1.874,37.79,48.49,10.6,2.86,-11.241082
1.876,37.79,48.49,10.6,2.86,-10.588365
1.878,37.79,48.49,10.6,2.86,-9.9906102
1.88,37.79,48.49,10.6,2.86,-9.4406567
1.882,37.79,48.49,10.6,2.86,-8.9327217
1.8839999,37.79,48.49,10.6,2.86,-8.4620613
1.886,37.79,48.49,10.6,2.86,-8.0247391
1.888,37.79,48.49,10.6,2.86,-7.6174444
1.89,37.79,48.49,10.6,2.86,-7.2373671
1.892,37.79,48.49,10.6,2.86,-6.8820958
1.8940001,37.79,48.49,10.6,2.86,-6.5495439
1.896,37.79,48.49,10.6,2.86,-6.2378923
1.898,37.79,48.49,10.6,2.86,-5.9455421
1.9,37.79,48.49,10.6,2.86,-5.6710763
1.902,37.79,48.49,10.6,2.86,-5.4132324
1.904,37.79,48.49,10.6,2.86,-5.1708794
1.906,37.79,48.49,10.6,2.86,-4.9429961
1.908,37.79,48.49,10.6,2.86,-4.7286528
1.91,37.79,48.49,10.6,2.86,-4.5270034
1.9119999,37.79,48.49,10.6,2.86,-4.3372714
1.914,37.79,48.49,10.6,2.86,-4.1587395
1.916,37.79,48.49,10.6,2.86,-3.9907437
1.918,37.79,48.49,10.6,2.86,-3.8326633
1.92,37.79,48.49,10.6,2.86,-3.6839207
1.9220001,37.79,48.49,10.6,2.86,-3.5439714
1.924,37.79,48.49,10.6,2.86,-3.4123023
1.926,37.79,48.49,10.6,2.86,-3.2884287
1.928,37.79,48.49,10.6,2.86,-3.1718901
1.9299999,37.79,48.49,10.6,2.86,-3.0622469
1.932,37.79,48.49,10.6,2.86,-2.9590812
1.934,37.79,48.49,10.6,2.86,-2.8619934
1.936,37.79,48.49,10.6,2.86,-2.7705987
1.938,37.79,48.49,10.6,2.86,-2.6845313
1.9400001,37.79,48.49,10.6,2.86,-2.6034377
1.942,37.79,48.49,10.6,2.86,-2.526979
1.944,37.79,48.49,10.6,2.86,-2.4548301
1.946,37.79,48.49,10.6,2.86,-2.386681
1.948,37.79,48.49,10.6,2.86,-2.3222318
1.95,37.79,48.49,10.6,2.86,-2.2611985
1.952,37.79,48.49,10.6,2.86,-2.2033071
1.954,37.79,48.49,10.6,2.86,-2.1482998
1.956,37.79,48.49,10.6,2.86,-2.0959284
1.9579999,37.79,48.49,10.6,2.86,-2.0459639
1.96,37.79,48.49,10.6,2.86,-1.9981853
1.962,37.79,48.49,10.6,2.86,-1.9523881
1.964,37.79,48.49,10.6,2.86,-1.9083828
1.966,37.79,48.49,10.6,2.86,-1.8659918
1.9680001,37.79,48.49,10.6,2.86,-1.8250544
1.97,37.79,48.49,10.6,2.86,-1.7854231
1.972,37.79,48.49,10.6,2.86,-1.7469651
1.974,37.79,48.49,10.6,2.86,-1.7095622
1.976,37.79,48.49,10.6,2.86,-1.6731111
1.978,37.79,48.49,10.6,2.86,-1.6375203
1.98,37.79,48.49,10.6,2.86,-1.602714
1.982,37.79,48.49,10.6,2.86,-1.5686281
1.984,37.79,48.49,10.6,2.86,-1.5352132
1.9859999,37.79,48.49,10.6,2.86,-1.5024282
1.988,37.79,48.49,10.6,2.86,-1.4702467
1.99,37.79,48.49,10.6,2.86,-1.4386497
1.992,37.79,48.49,10.6,2.86,-1.4076296
1.994,37.79,48.49,10.6,2.86,-1.3771864
1.9960001,37.79,48.49,10.6,2.86,-1.3473264
1.998,37.79,48.49,10.6,2.86,-1.3180645
2,37.79,48.49,10.6,2.86,-1.2894192
2.0020001,37.79,48.49,10.6,2.86,-1.2614153
2.0039999,37.79,48.49,10.6,2.86,-1.2340781
2.006,37.79,48.49,10.6,2.86,-1.2074368
2.0079999,37.79,48.49,10.6,2.86,-1.1815235
2.01,37.79,48.49,10.6,2.86,-1.1563673
2.0120001,37.79,48.49,10.6,2.86,-1.1320003
2.0139999,37.79,48.49,10.6,2.86,-1.1084496
2.016,37.79,48.49,10.6,2.86,-1.0857449
2.0179999,37.79,48.49,10.6,2.86,-1.0639096
2.02,37.79,48.49,10.6,2.86,-1.0429645
2.0220001,37.79,48.49,10.6,2.86,-1.0229277
2.0239999,37.79,48.49,10.6,2.86,-1.0038119
2.026,37.79,48.49,10.6,2.86,-0.98562439
2.0280001,37.79,48.49,10.6,2.86,-0.9683714
2.03,37.79,48.49,10.6,2.86,-0.95204922
2.0320001,37.79,48.49,10.6,2.86,-0.93665017
2.0339999,37.79,48.49,10.6,2.86,-0.92216417
2.036,37.79,48.49,10.6,2.86,-0.90857235
2.0380001,37.79,48.49,10.6,2.86,-0.89585149
2.04,37.79,48.49,10.6,2.86,-0.88397424
2.0420001,37.79,48.49,10.6,2.86,-0.87290789
2.0439999,37.79,48.49,10.6,2.86,-0.86261385
2.046,37.79,48.49,10.6,2.86,-0.85305083
2.0480001,37.79,48.49,10.6,2.86,-0.844174
2.05,37.79,48.49,10.6,2.86,-0.83593432
2.052,37.79,48.49,10.6,2.86,-0.82827916
2.0539999,37.79,48.49,10.6,2.86,-0.82115625
2.056,37.79,48.49,10.6,2.86,-0.81450867
2.0580001,37.79,48.49,10.6,2.86,-0.80827904
2.0599999,37.79,48.49,10.6,2.86,-0.80240994
2.062,37.79,48.49,10.6,2.86,-0.79684433
2.0639999,37.79,48.49,10.6,2.86,-0.79152478
2.066,37.79,48.49,10.6,2.86,-0.78639488
2.0680001,37.79,48.49,10.6,2.86,-0.78140264
2.0699999,37.79,48.49,10.6,2.86,-0.77649459
2.072,37.79,48.49,10.6,2.86,-0.77162379
2.0739999,37.79,48.49,10.6,2.86,-0.76674456
2.076,37.79,48.49,10.6,2.86,-0.76181575
2.0780001,37.79,48.49,10.6,2.86,-0.75680104
2.0799999,37.79,48.49,10.6,2.86,-0.75166796
2.082,37.79,48.49,10.6,2.86,-0.74638953
2.0840001,37.79,48.49,10.6,2.86,-0.74094455
2.086,37.79,48.49,10.6,2.86,-0.73531549
2.0880001,37.79,48.49,10.6,2.86,-0.7294921
2.0899999,37.79,48.49,10.6,2.86,-0.72346862
2.092,37.79,48.49,10.6,2.86,-0.7172441
2.0940001,37.79,48.49,10.6,2.86,-0.71082396
2.096,37.79,48.49,10.6,2.86,-0.70421724
2.098,37.79,48.49,10.6,2.86,-0.69743888
2.0999999,37.79,48.49,10.6,2.86,-0.69050713
2.102,37.79,48.49,10.6,2.86,-0.68344644
2.1040001,37.79,48.49,10.6,2.86,-0.67628124
2.1059999,37.79,48.49,10.6,2.86,-0.6690419
2.108,37.79,48.49,10.6,2.86,-0.66175897
2.1099999,37.79,48.49,10.6,2.86,-0.65446737
2.112,37.79,48.49,10.6,2.86,-0.64720262
2.1140001,37.79,48.49,10.6,2.86,-0.63999986
2.1159999,37.79,48.49,10.6,2.86,-0.63289636
2.118,37.79,48.49,10.6,2.86,-0.6259285
2.1199999,37.79,48.49,10.6,2.86,-0.61913165
2.122,37.79,48.49,10.6,2.86,-0.61253974
2.1240001,37.79,48.49,10.6,2.86,-0.6061849
2.1259999,37.79,48.49,10.6,2.86,-0.60009915
2.128,37.79,48.49,10.6,2.86,-0.59430928
2.1300001,37.79,48.49,10.6,2.86,-0.58883959
2.132,37.79,48.49,10.6,2.86,-0.58371288
2.1340001,37.79,48.49,10.6,2.86,-0.57894647
2.1359999,37.79,48.49,10.6,2.86,-0.5745542
2.138,37.79,48.49,10.6,2.86,-0.57054709
2.1400001,37.79,48.49,10.6,2.86,-0.56693075
2.142,37.79,48.49,10.6,2.86,-0.56370813
2.1440001,37.79,48.49,10.6,2.86,-0.56087587
2.1459999,37.79,48.49,10.6,2.86,-0.55842927
2.148,37.79,48.49,10.6,2.86,-0.55635619
2.1500001,37.79,48.49,10.6,2.86,-0.55464501
2.152,37.79,48.49,10.6,2.86,-0.55327609
2.154,37.79,48.49,10.6,2.86,-0.55222962
2.1559999,37.79,48.49,10.6,2.86,-0.5514795
2.158,37.79,48.49,10.6,2.86,-0.55100092
2.1600001,37.79,48.49,10.6,2.86,-0.55076209
2.1619999,37.79,48.49,10.6,2.86,-0.55073291
2.164,37.79,48.49,10.6,2.86,-0.55087995
2.1659999,37.79,48.49,10.6,2.86,-0.55116797
2.168,37.79,48.49,10.6,2.86,-0.55156146
2.1700001,37.79,48.49,10.6,2.86,-0.55202617
2.1719999,37.79,48.49,10.6,2.86,-0.55252409
2.174,37.79,48.49,10.6,2.86,-0.55302207
2.1760001,37.79,48.49,10.6,2.86,-0.55348518
2.178,37.79,48.49,10.6,2.86,-0.55388318
2.1800001,37.79,48.49,10.6,2.86,-0.55418273
2.1819999,37.79,48.49,10.6,2.86,-0.55435667
2.184,37.79,48.49,10.6,2.86,-0.55438065
2.1860001,37.79,48.49,10.6,2.86,-0.55423033
2.188,37.79,48.49,10.6,2.86,-0.55388792
2.1900001,37.79,48.49,10.6,2.86,-0.55333666
2.1919999,37.79,48.49,10.6,2.86,-0.55256408
2.194,37.79,48.49,10.6,2.86,-0.55156313
2.1960001,37.79,48.49,10.6,2.86,-0.55032883
2.198,37.79,48.49,10.6,2.86,-0.54886051
2.2,37.79,48.49,10.6,2.86,-0.54716183
2.2019999,37.79,48.49,10.6,2.86,-0.54523916
2.204,37.79,48.49,10.6,2.86,-0.54310438
2.2060001,37.79,48.49,10.6,2.86,-0.54077163
2.2079999,37.79,48.49,10.6,2.86,-0.53825678
2.21,37.79,48.49,10.6,2.86,-0.53558198
2.2119999,37.79,48.49,10.6,2.86,-0.5327696
2.214,37.79,48.49,10.6,2.86,-0.52984511
2.2160001,37.79,48.49,10.6,2.86,-0.52683552
2.2179999,37.79,48.49,10.6,2.86,-0.52376941
2.22,37.79,48.49,10.6,2.86,-0.52067597
2.2219999,37.79,48.49,10.6,2.86,-0.5175857
2.224,37.79,48.49,10.6,2.86,-0.51453036
2.2260001,37.79,48.49,10.6,2.86,-0.51153823
2.2279999,37.79,48.49,10.6,2.86,-0.50863964
2.23,37.79,48.49,10.6,2.86,-0.50586434
2.2320001,37.79,48.49,10.6,2.86,-0.50323714
2.234,37.79,48.49,10.6,2.86,-0.50078625
2.2360001,37.79,48.49,10.6,2.86,-0.49853234
2.2379999,37.79,48.49,10.6,2.86,-0.49649838
2.24,37.79,48.49,10.6,2.86,-0.49470109
2.2420001,37.79,48.49,10.6,2.86,-0.49315676
2.244,37.79,48.49,10.6,2.86,-0.49187642
2.2460001,37.79,48.49,10.6,2.86,-0.49086974
2.2479999,37.79,48.49,10.6,2.86,-0.49014257
2.25,37.79,48.49,10.6,2.86,-0.48969601
2.2520001,37.79,48.49,10.6,2.86,-0.48952954
2.2539999,37.79,48.49,10.6,2.86,-0.4896377
2.256,37.79,48.49,10.6,2.86,-0.49001371
2.2579999,37.79,48.49,10.6,2.86,-0.49064502
2.26,37.79,48.49,10.6,2.86,-0.49151892
2.2620001,37.79,48.49,10.6,2.86,-0.4926164
2.2639999,37.79,48.49,10.6,2.86,-0.49391884
2.266,37.79,48.49,10.6,2.86,-0.49540459
2.2679999,37.79,48.49,10.6,2.86,-0.49704783
2.27,37.79,48.49,10.6,2.86,-0.49882415
2.2720001,37.79,48.49,10.6,2.86,-0.5007057
2.2739999,37.79,48.49,10.6,2.86,-0.5026641
2.276,37.79,48.49,10.6,2.86,-0.50467123
2.2780001,37.79,48.49,10.6,2.86,-0.5066968
2.28,37.79,48.49,10.6,2.86,-0.50871138
2.2820001,37.79,48.49,10.6,2.86,-0.51068842
2.2839999,37.79,48.49,10.6,2.86,-0.51259786
2.286,37.79,48.49,10.6,2.86,-0.51441632
2.2880001,37.79,48.49,10.6,2.86,-0.5161169
2.29,37.79,48.49,10.6,2.86,-0.5176771
2.2920001,37.79,48.49,10.6,2.86,-0.51907731
2.2939999,37.79,48.49,10.6,2.86,-0.52030036
2.296,37.79,48.49,10.6,2.86,-0.52133027
2.2980001,37.79,48.49,10.6,2.86,-0.52215452
2.3,37.79,48.49,10.6,2.86,-0.5227658
2.302,37.79,48.49,10.6,2.86,-0.52315782
2.3039999,37.79,48.49,10.6,2.86,-0.52332885
2.306,37.79,48.49,10.6,2.86,-0.52327995
2.3080001,37.79,48.49,10.6,2.86,-0.52301546
2.3099999,37.79,48.49,10.6,2.86,-0.52254392
2.312,37.79,48.49,10.6,2.86,-0.52187554
2.3139999,37.79,48.49,10.6,2.86,-0.52102319
2.316,37.79,48.49,10.6,2.86,-0.5200062
2.3180001,37.79,48.49,10.6,2.86,-0.51884146
2.3199999,37.79,48.49,10.6,2.86,-0.51755198
2.322,37.79,48.49,10.6,2.86,-0.51616004
2.3239999,37.79,48.49,10.6,2.86,-0.51469067
2.326,37.79,48.49,10.6,2.86,-0.51316954
2.3280001,37.79,48.49,10.6,2.86,-0.51162586
2.3299999,37.79,48.49,10.6,2.86,-0.51008432
2.332,37.79,48.49,10.6,2.86,-0.50857428
2.3340001,37.79,48.49,10.6,2.86,-0.50712271
2.336,37.79,48.49,10.6,2.86,-0.50575725
2.3380001,37.79,48.49,10.6,2.86,-0.50450123
2.3399999,37.79,48.49,10.6,2.86,-0.50338095
2.342,37.79,48.49,10.6,2.86,-0.5024197
2.3440001,37.79,48.49,10.6,2.86,-0.50163623
2.346,37.79,48.49,10.6,2.86,-0.50105021
2.348,37.79,48.49,10.6,2.86,-0.50067794
2.3499999,37.79,48.49,10.6,2.86,-0.50053259
2.352,37.79,48.49,10.6,2.86,-0.50062415
2.3540001,37.79,48.49,10.6,2.86,-0.5009611
2.3559999,37.79,48.49,10.6,2.86,-0.50154665
2.358,37.79,48.49,10.6,2.86,-0.50238355
2.3599999,37.79,48.49,10.6,2.86,-0.50346909
2.362,37.79,48.49,10.6,2.86,-0.50479852
2.3640001,37.79,48.49,10.6,2.86,-0.50636337
2.3659999,37.79,48.49,10.6,2.86,-0.50815343
2.368,37.79,48.49,10.6,2.86,-0.51015523
2.3699999,37.79,48.49,10.6,2.86,-0.512351
2.372,37.79,48.49,10.6,2.86,-0.51472396
